frame_time_delta,ipv6_plen,ipv6_nxt,frame_len,mqtt_dupflag,mqtt_hdrflags,mqtt_kalive,mqtt_msgid,mqtt_msgtype,mqtt_retain,label,mqtt_len_flag,mqtt_len_null,ipv6_src_fd,ipv6_src_fe,ipv6_dst_fd,ipv6_dst_fe,ipv6_dst_ff
2307470000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3474904000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0000009000,78,6,132,0,1,600,0,1,0,2,1,0,10,00,10,00,00
0192141000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0216784000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
4184070000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0297105000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1679166000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0008494000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2083075000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002906000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
4095293000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1451104000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0981474000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2328536000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000016000,45,6,99,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0004315000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000016000,1031,6,1085,24,24,00,0,24,24,2,24,0,10,00,10,00,00
2234797000,36,6,90,0,1,00,0,1,0,2,1,0,10,00,10,00,00
2837886000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2072836000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3502903000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0208009000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002374000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1741785000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002224000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3352172000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002920000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0002217000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003027000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
1451830000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002281000,36,6,90,0,1,00,0,1,0,2,1,0,10,00,10,00,00
2086130000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002282000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3386436000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
2305655000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003094000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2057390000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003244000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0003007000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000012000,1031,6,1085,24,24,00,0,24,24,2,24,0,10,00,10,00,00
2267701000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004219000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0859043000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0002273000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0416334000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002266000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002620000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
2157911000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0314742000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1328326000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
2570608000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2486855000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000011000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
9952260000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
10031828000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3813120000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2119718000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0005303000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004694000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002897000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002901000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0003431000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0001938000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003191000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2782525000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003181000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002324000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004918000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2182692000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1787728000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0002950000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0806070000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0006735000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004060000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1042082000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3758452000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0810859000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000009000,1045,6,1099,24,24,00,0,24,24,2,24,0,10,00,10,00,00
1756101000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0169614000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3770066000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003028000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2108540000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2516603000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2380851000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0246258000,45,6,99,0,1,00,1,1,0,2,1,0,10,00,10,00,00
1038082000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003096000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1465002000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0315468000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003849000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3282429000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2448395000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1210996000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003025000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
1948268000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002004000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0331616000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3473170000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1721798000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
2326674000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3701627000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003327000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000016000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002559000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3114530000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
3608192000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2463225000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002505000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002582000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
10021030000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002860000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002966000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0001608000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000017000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004052000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0284966000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002062000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002888000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0004599000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0002385000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002555000,1281,6,1335,31,31,00,0,31,31,2,31,0,10,00,10,00,00
0007111000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0431632000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0778549000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002989000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0324480000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2395887000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
10022160000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003267000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000020000,615,6,669,16,16,00,0,16,16,2,16,0,10,00,10,00,00
0119010000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2444748000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0278957000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2401548000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2392154000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003165000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002953000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
2425394000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
1638776000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1973757000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000015000,1320,6,1374,32,32,00,0,32,32,2,32,0,10,00,10,00,00
0002914000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0028364000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1963702000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3352111000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0002390000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
3451241000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000024000,36,6,90,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0000020000,1045,6,1099,24,24,00,0,24,24,2,24,0,10,00,10,00,00
0408136000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002945000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
3435481000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0327653000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
3773082000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0669792000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0035655000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000010000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
2262574000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1996127000,66,6,120,1,1,00,0,1,1,2,1,0,10,00,10,00,00
2293053000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2045441000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
2985459000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003868000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0141877000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2338570000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1058354000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0005441000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0003326000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3735740000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004508000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003745000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003265000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2204260000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1155473000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
10032687000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0182209000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0013572000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0005407000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0294476000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2681296000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1817401000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000024000,1308,6,1362,32,32,00,0,32,32,2,32,0,10,00,10,00,00
0195333000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003100000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0005217000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002604000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1235858000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003234000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0003482000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
2465705000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0003903000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1492868000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2680028000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0302754000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000013000,1041,6,1095,24,24,00,0,24,24,2,24,0,10,00,10,00,00
0001019000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0382375000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3896473000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0015936000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0005577000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2207466000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002814000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1400928000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000025000,66,6,120,1,1,00,0,1,1,2,1,0,10,00,10,00,00
0003049000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
1055655000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0301185000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003041000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002102000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0336592000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003685000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3346957000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0179752000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002830000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0013877000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000023000,1319,6,1373,32,32,00,0,32,32,2,32,0,10,00,10,00,00
0003686000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0756638000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003009000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002302000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0646943000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0007200000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0003335000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0376763000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
1959549000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0271679000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003166000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002691000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
3297842000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3382931000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0007227000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000013000,1320,6,1374,32,32,00,0,32,32,2,32,0,10,00,10,00,00
0000022000,1002,6,1056,23,23,00,0,23,23,2,23,0,10,00,10,00,00
2749181000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
2332341000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002648000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2430683000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1566979000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0249410000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1104081000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0008841000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000008000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0515565000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3392593000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002553000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002362000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2022880000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3574429000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000013000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1475755000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1710446000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3425867000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3160924000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3300505000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003221000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
10031231000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2028655000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1082769000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0099379000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003169000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2120152000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2174694000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3289274000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002623000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0304077000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003275000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1819694000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000010000,1002,6,1056,23,23,00,0,23,23,2,23,0,10,00,10,00,00
0002044000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002312000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0046909000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0297723000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0006399000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002754000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002978000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
1856324000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003126000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
2103808000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1717700000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1159307000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1496918000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002640000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002988000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0003135000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0297525000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1496997000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000015000,1041,6,1095,24,24,00,0,24,24,2,24,0,10,00,10,00,00
0003510000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000023000,613,6,667,16,16,00,0,16,16,2,16,0,10,00,10,00,00
0002911000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0011940000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2487474000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
2177646000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002048000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0005922000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0260609000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
4114652000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0349388000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2590297000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0000021000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0006313000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002091000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1624859000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
2972611000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0521717000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
10032450000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003053000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003372000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002846000,40,6,94,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0000024000,586,6,640,16,16,00,0,16,16,2,16,0,10,00,10,00,00
0000009000,40,6,94,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0004157000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002627000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1610577000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0005191000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002994000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004075000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3396465000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
1936658000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002012000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004162000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
1836094000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
1632102000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0324075000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003228000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0073413000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004593000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
1795419000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
1747064000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0002307000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0319404000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0002471000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2040699000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002303000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003257000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004004000,34,6,88,0,1,00,0,1,0,2,1,0,10,00,10,00,00
0002809000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0014581000,37,6,91,0,1,00,1,1,0,2,1,0,10,00,10,00,00
0002921000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0036031000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
4205177000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0292407000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3113402000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2427685000,40,6,94,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0011312000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0292017000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003810000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0003769000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0004169000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
2300171000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
3382308000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
0002923000,32,6,86,0,0,00,0,0,0,2,0,1,10,00,10,00,00
